	3	3	1	3	3	3	3	2	2	2	2	2	2	2
	3	3	3	3	3	3	1	2	3	2	2	2	2	2
	3	1	1	3	1	3	3	1	2	2	2	2	2	2
	3	3	3	3	1	1	1	2	2	2	2	2	2	2
	1	1	1	1	1	3	1	2	1	1	2	2	2	2
	3	3	1	1	1	2	1	1	2	1	1	2	2	2
	3	1	1	2	1	3	3	2	1	1	1	2	2	2
	1	1	3	1	1	3	1	1	2	2	2	2	2	2
	1	3	1	3	1	3	1	1	1	2	1	2	2	2
	3	1	3	3	1	1	1	2	1	2	2	2	2	3
	1	3	3	2	3	1	2	1	2	1	1	1	2	2
	1	1	1	1	1	1	1	2	2	1	2	2	2	2
	1	1	3	1	2	1	2	2	2	2	2	1	2	3
	1	1	2	1	1	2	1	2	1	2	1	1	1	2
	1	3	1	2	1	1	2	1	2	2	2	2	2	2
	1	1	1	1	1	1	1	1	2	2	2	2	2	2
	1	1	1	1	1	2	2	2	2	2	2	2	2	2
	1	1	1	2	1	1	2	2	2	2	2	2	2	2
	2	1	2	1	1	1	1	2	2	2	2	2	2	2
	3	3	1	1	2	2	2	2	2	2	2	2	2	2
*
	24	21	23	20	18	16	15	15	9	7	7	7	7	7
	21	21	20	20	18	16	15	10	9	7	6	7	6	7
	22	21	21	20	17	16	15	10	9	7	6	6	6	6
	20	22	20	19	18	16	15	10	10	8	6	6	6	6
	20	20	19	18	16	15	10	10	10	8	7	7	6	6
	20	20	17	16	15	10	10	11	8	8	7	7	6	6
	19	20	16	16	15	9	10	11	8	8	7	7	6	6
	18	17	16	15	11	10	10	10	10	9	8	6	6	6
	16	16	16	15	10	9	10	10	10	9	5	5	5	7
	16	15	16	15	9	9	10	10	10	8	5	5	5	7
	14	13	14	14	9	9	9	10	10	5	5	6	5	6
	13	13	14	10	9	10	9	6	5	5	5	5	6	6
	12	12	14	10	9	9	10	5	5	5	5	5	6	7
	12	13	13	10	9	9	9	5	5	5	6	4	5	5
	12	12	11	11	11	10	10	4	5	4	4	5	1	5
	12	12	11	10	10	9	9	4	4	5	1	6	1	1
	12	12	12	10	9	9	9	4	3	2	1	1	1	1
	11	11	11	11	10	9	4	4	2	2	2	1	1	2
	12	11	11	10	9	9	4	2	2	2	1	1	1	1
	13	12	11	10	9	4	3	2	2	1	1	1	2	1
*
//	0	1	2	3	4	5	6	7	8	9	10	11	12	13
	0	0	0	0	0	0	0	0	0	-10	-10	-10	-10	-10
	0	52	0	0	0	0	0	0	0	0	-10	-10	-10	-10
	0	0	0	50	0	0	0	0	0	0	0	-10	-10	-10
	0	50	0	0	0	0	0	0	0	52	0	0	-10	-10
	0	0	0	0	0	0	0	0	0	0	0	0	-10	-10
	0	0	0	0	0	0	0	0	-10	0	0	0	0	-10
	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	53	0	51	0	0	0	-10	-10
	0	0	51	0	0	0	0	0	0	0	0	0	-10	-10
	0	0	0	-10	0	0	0	0	0	0	0	0	0	-10
	0	0	0	0	0	0	-10	0	0	50	0	0	0	-10
	0	0	0	0	0	0	0	0	0	0	0	-10	-10	-10
	0	0	0	0	0	0	0	-10	0	0	0	-10	0	0
	0	0	0	0	0	50	0	0	0	0	0	0	-10	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	-10
	0	0	0	52	0	0	0	0	0	0	0	0	0	-10
	0	0	0	0	0	0	0	0	0	0	0	2	3	0
	0	0	0	0	0	0	-10	0	0	0	4	5	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	1	0
	0	-10	0	0	0	-10	0	-10	-10	0	0	0	0	0
*
// 右上0　右1　右下2　左下3　左4　左上5
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	2	2	2	2	2	2	2	2	2	2	5	5	5	5
	5	2	2	2	2	2	2	2	2	2	5	5	5	5
	5	2	2	2	2	2	2	2	2	5	5	5	5	5
	5	2	2	2	2	2	2	2	2	5	5	5	5	5
	5	2	2	2	2	2	2	2	2	5	5	5	5	5
	5	2	2	2	2	2	2	2	2	5	5	5	5	5
	5	2	2	2	2	2	2	2	2	5	5	5	5	5
	5	2	2	2	2	2	2	2	2	5	5	5	5	5
*
	3
